event_id,date,tour,tournament,bookmaker,player,opponent,market,line,over_odds,under_odds,capture_ts,match_start_utc,raw_market_name,raw_outcome_count,raw_label_sample
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,10.0,4.5000,1.0500,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 10, 'over': '4.50', 'under': '1.05'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,15.0,19.0000,1.2800,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 15, 'over': '19.00', 'under': '1.28'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,20.0,26.0000,1.7200,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 20, 'over': '26.00', 'under': '1.72'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,25.0,,2.7500,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 25, 'under': '2.75'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,30.0,,4.5000,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 30, 'under': '4.50'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,40.0,,17.0000,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 40, 'under': '17.00'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,1.0,1.0100,,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 1, 'over': '1.01', 'under': '1.00'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,3.0,1.1400,,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 3, 'over': '1.14', 'under': '1.00'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,5.0,1.5000,,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 5, 'over': '1.50', 'under': '1.00'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_aces,50.0,,26.0000,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Aces),10,"{'hdp': 50, 'under': '26.00'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_double_faults,1.0,1.0700,,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Double Faults),7,"{'hdp': 1, 'over': '1.07', 'under': '1.00'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_double_faults,3.0,2.0000,1.1200,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Double Faults),7,"{'hdp': 3, 'over': '2.00', 'under': '1.12'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_double_faults,5.0,6.5000,1.6100,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Double Faults),7,"{'hdp': 5, 'over': '6.50', 'under': '1.61'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_double_faults,10.0,,11.0000,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Double Faults),7,"{'hdp': 10, 'under': '11.00'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_double_faults,2.0,1.3600,1.0300,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Double Faults),7,"{'hdp': 2, 'over': '1.36', 'under': '1.03'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_double_faults,8.0,26.0000,4.5000,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Double Faults),7,"{'hdp': 8, 'over': '26.00', 'under': '4.50'}"
72318994,2026-07-10,ATP,Wimbledon,Bet365,Arthur Fery,Alexander Zverev,match_double_faults,12.0,,26.0000,2026-07-09T17:27:57Z,2026-07-10T12:30:00Z,Totals (Double Faults),7,"{'hdp': 12, 'under': '26.00'}"
