captured_at,league,match_date,kickoff_iso,home_team,away_team,line,side,odds_decimal,odds_american
2026-04-09T15:01:20Z,epl,2026-04-12,2026-04-12T13:00:00Z,Sunderland (Corners),Tottenham Hotspur (Corners),9.0,under,2.37,137
2026-04-09T15:01:20Z,epl,2026-04-12,2026-04-12T13:00:00Z,Sunderland (Corners),Tottenham Hotspur (Corners),9.5,over,1.7752,-129
2026-04-09T15:01:20Z,epl,2026-04-12,2026-04-12T13:00:00Z,Sunderland (Corners),Tottenham Hotspur (Corners),9.5,under,2.04,104
2026-04-09T15:01:20Z,epl,2026-04-12,2026-04-12T13:00:00Z,Sunderland (Corners),Tottenham Hotspur (Corners),10.5,over,2.23,123
2026-04-09T15:01:20Z,epl,2026-04-12,2026-04-12T13:00:00Z,Sunderland (Corners),Tottenham Hotspur (Corners),10.5,under,1.6452,-155
2026-04-09T15:01:20Z,epl,2026-04-12,2026-04-12T13:00:00Z,Sunderland (Corners),Tottenham Hotspur (Corners),11.0,over,2.58,158
2026-04-09T15:01:20Z,epl,2026-04-12,2026-04-12T13:00:00Z,Sunderland (Corners),Tottenham Hotspur (Corners),11.0,under,1.4762,-210
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,10.0,over,1.885,-113
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,10.0,under,1.9434,-106
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,9.0,over,1.4831,-207
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,9.0,under,2.56,156
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,9.5,over,1.6849,-146
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,9.5,under,2.16,116
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,10.5,over,2.1,110
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,10.5,under,1.7246,-138
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,11.0,over,2.44,144
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid,Girona,11.0,under,1.5291,-189
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,10.5,over,1.8772,-114
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,10.5,under,1.9524,-105
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,9.5,over,1.5,-200
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,9.5,under,2.51,151
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,10.0,over,1.641,-156
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,10.0,under,2.24,124
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,11.0,over,2.11,111
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,11.0,under,1.7246,-138
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,11.5,over,2.35,135
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona,Espanyol,11.5,under,1.5714,-175
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),9.5,over,1.9804,-102
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),9.5,under,1.8547,-117
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),8.5,over,1.5848,-171
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),8.5,under,2.34,134
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),9.0,over,1.7463,-134
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),9.0,under,2.09,109
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),10.0,over,2.26,126
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),10.0,under,1.641,-156
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),10.5,over,2.51,151
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T12:00:00Z,Osasuna (Corners),Real Betis (Corners),10.5,under,1.5128,-195
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,9.5,over,2.03,103
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,9.5,under,1.8065,-124
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,8.5,over,1.6211,-161
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,8.5,under,2.27,127
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,9.0,over,1.8,-125
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,9.0,under,2.03,103
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,10.0,over,2.33,133
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,10.0,under,1.6061,-165
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,10.5,over,2.59,159
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante,Getafe,10.5,under,1.4854,-206
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,9.5,over,2.03,103
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,9.5,under,1.8,-125
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,8.5,over,1.6135,-163
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,8.5,under,2.28,128
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,9.0,over,1.7937,-126
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,9.0,under,2.04,104
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,10.0,over,2.35,135
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,10.0,under,1.5988,-167
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,10.5,over,2.61,161
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo,Real Oviedo,10.5,under,1.4785,-209
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),9.5,over,2.03,103
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),9.5,under,1.8,-125
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),8.5,over,1.5952,-168
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),8.5,under,2.3,130
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),9.0,over,1.7752,-129
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),9.0,under,2.04,104
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),10.0,over,2.32,132
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),10.0,under,1.5952,-168
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),10.5,over,2.58,158
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao (Corners),Villarreal (Corners),10.5,under,1.4762,-210
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,9.0,over,1.9091,-110
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,9.0,under,1.9174,-109
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,8.0,over,1.4878,-205
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,8.0,under,2.55,155
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,8.5,over,1.6993,-143
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,8.5,under,2.14,114
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,9.5,over,2.13,113
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,9.5,under,1.7042,-142
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,10.0,over,2.47,147
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche,Valencia,10.0,under,1.5181,-193
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),9.5,over,2.03,103
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),9.5,under,1.8,-125
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),8.5,over,1.6135,-163
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),8.5,under,2.28,128
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),9.0,over,1.7937,-126
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),9.0,under,2.04,104
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),10.0,over,2.35,135
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),10.0,under,1.5988,-167
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),10.5,over,2.61,161
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T16:30:00Z,Celta Vigo (Corners),Real Oviedo (Corners),10.5,under,1.4785,-209
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,9.5,over,2.03,103
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,9.5,under,1.8,-125
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,8.5,over,1.5952,-168
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,8.5,under,2.3,130
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,9.0,over,1.7752,-129
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,9.0,under,2.04,104
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,10.0,over,2.32,132
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,10.0,under,1.5952,-168
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,10.5,over,2.58,158
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T19:00:00Z,Athletic Bilbao,Villarreal,10.5,under,1.4762,-210
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),10.0,over,2.02,102
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),10.0,under,1.8065,-124
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),9.0,over,1.5747,-174
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),9.0,under,2.34,134
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),9.5,over,1.7937,-126
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),9.5,under,2.02,102
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),10.5,over,2.25,125
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),10.5,under,1.6329,-158
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),11.0,over,2.64,164
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad (Corners),Alaves (Corners),11.0,under,1.4587,-218
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),9.0,over,1.8065,-124
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),9.0,under,2.02,102
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),8.0,over,1.4237,-236
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),8.0,under,2.75,175
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),8.5,over,1.6211,-161
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),8.5,under,2.27,127
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),9.5,over,2.04,104
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),9.5,under,1.7752,-129
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),10.0,over,2.32,132
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla (Corners),Atletico Madrid (Corners),10.0,under,1.5814,-172
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),10.5,over,1.8772,-114
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),10.5,under,1.9524,-105
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),9.5,over,1.5,-200
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),9.5,under,2.51,151
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),10.0,over,1.641,-156
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),10.0,under,2.24,124
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),11.0,over,2.11,111
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),11.0,under,1.7246,-138
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),11.5,over,2.35,135
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T16:30:00Z,Barcelona (Corners),Espanyol (Corners),11.5,under,1.5714,-175
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,10.0,over,2.02,102
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,10.0,under,1.8065,-124
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,9.0,over,1.5747,-174
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,9.0,under,2.34,134
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,9.5,over,1.7937,-126
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,9.5,under,2.02,102
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,10.5,over,2.25,125
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,10.5,under,1.6329,-158
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,11.0,over,2.64,164
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T12:00:00Z,Real Sociedad,Alaves,11.0,under,1.4587,-218
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),9.5,over,1.8333,-120
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),9.5,under,1.9901,-101
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),8.5,over,1.4808,-208
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),8.5,under,2.57,157
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),9.0,over,1.6098,-164
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),9.0,under,2.29,129
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),10.0,over,2.04,104
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),10.0,under,1.7752,-129
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),10.5,over,2.25,125
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca (Corners),Rayo Vallecano (Corners),10.5,under,1.6211,-161
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),10.0,over,1.885,-113
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),10.0,under,1.9434,-106
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),9.0,over,1.4831,-207
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),9.0,under,2.56,156
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),9.5,over,1.6849,-146
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),9.5,under,2.16,116
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),10.5,over,2.1,110
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),10.5,under,1.7246,-138
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),11.0,over,2.44,144
2026-04-09T15:01:20Z,la-liga,2026-04-10,2026-04-10T19:00:00Z,Real Madrid (Corners),Girona (Corners),11.0,under,1.5291,-189
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,9.0,over,1.8065,-124
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,9.0,under,2.02,102
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,8.0,over,1.4237,-236
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,8.0,under,2.75,175
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,8.5,over,1.6211,-161
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,8.5,under,2.27,127
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,9.5,over,2.04,104
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,9.5,under,1.7752,-129
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,10.0,over,2.32,132
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T19:00:00Z,Sevilla,Atletico Madrid,10.0,under,1.5814,-172
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),9.5,over,2.03,103
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),9.5,under,1.8065,-124
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),8.5,over,1.6211,-161
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),8.5,under,2.27,127
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),9.0,over,1.8,-125
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),9.0,under,2.03,103
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),10.0,over,2.33,133
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),10.0,under,1.6061,-165
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),10.5,over,2.59,159
2026-04-09T15:01:20Z,la-liga,2026-04-13,2026-04-13T19:00:00Z,Levante (Corners),Getafe (Corners),10.5,under,1.4854,-206
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,9.5,over,1.8333,-120
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,9.5,under,1.9901,-101
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,8.5,over,1.4808,-208
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,8.5,under,2.57,157
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,9.0,over,1.6098,-164
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,9.0,under,2.29,129
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,10.0,over,2.04,104
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,10.0,under,1.7752,-129
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,10.5,over,2.25,125
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T14:15:00Z,Mallorca,Rayo Vallecano,10.5,under,1.6211,-161
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T11:59:00Z,Home Teams (4 Games),Away Teams (4 Games),10.5,over,2.1,110
2026-04-09T15:01:20Z,la-liga,2026-04-12,2026-04-12T11:59:00Z,Home Teams (4 Games),Away Teams (4 Games),10.5,under,1.7463,-134
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche (Corners),Valencia (Corners),9.0,over,1.9091,-110
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche (Corners),Valencia (Corners),9.0,under,1.9174,-109
2026-04-09T15:01:20Z,la-liga,2026-04-11,2026-04-11T14:15:00Z,Elche (Corners),Valencia (Corners),8.0,over,1.4878,-205
