captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-08-30T14:35:19Z,2026-08-30,72478520,2026-08-30T15:00:00Z,live_capture,Bet365,La Liga,Real Madrid,Malaga CF,Real Madrid,TEAM_SHOTS,20.5,over,1.8330,odds_api_io,market=Total Shots Home
2026-08-30T14:35:19Z,2026-08-30,72478520,2026-08-30T15:00:00Z,live_capture,Bet365,La Liga,Real Madrid,Malaga CF,Real Madrid,TEAM_SHOTS,20.5,under,1.8330,odds_api_io,market=Total Shots Home
2026-08-30T14:35:19Z,2026-08-30,72478520,2026-08-30T15:00:00Z,live_capture,Bet365,La Liga,Real Madrid,Malaga CF,Malaga CF,TEAM_SHOTS,7.5,over,1.8000,odds_api_io,market=Team Shots Away
2026-08-30T14:35:19Z,2026-08-30,72478520,2026-08-30T15:00:00Z,live_capture,Bet365,La Liga,Real Madrid,Malaga CF,Malaga CF,TEAM_SHOTS,7.5,under,1.9090,odds_api_io,market=Team Shots Away
2026-08-30T14:35:19Z,2026-08-30,72478520,2026-08-30T15:00:00Z,live_capture,Bet365,La Liga,Real Madrid,Malaga CF,Real Madrid,TEAM_SHOTS,20.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-08-30T14:35:19Z,2026-08-30,72478520,2026-08-30T15:00:00Z,live_capture,Bet365,La Liga,Real Madrid,Malaga CF,Real Madrid,TEAM_SHOTS,20.5,under,1.8330,odds_api_io,market=Team Shots Home
2026-08-30T14:35:19Z,2026-08-30,72478520,2026-08-30T15:00:00Z,live_capture,Bet365,La Liga,Real Madrid,Malaga CF,Malaga CF,TEAM_SHOTS,7.5,over,1.8000,odds_api_io,market=Total Shots Away
2026-08-30T14:35:19Z,2026-08-30,72478520,2026-08-30T15:00:00Z,live_capture,Bet365,La Liga,Real Madrid,Malaga CF,Malaga CF,TEAM_SHOTS,7.5,under,1.9090,odds_api_io,market=Total Shots Away
2026-08-30T14:35:19Z,2026-08-30,72478510,2026-08-30T17:30:00Z,live_capture,Bet365,La Liga,RC Deportivo de La Coruna,Valencia CF,RC Deportivo de La Coruna,TEAM_SHOTS,11.5,over,2.0000,odds_api_io,market=Total Shots Home
2026-08-30T14:35:19Z,2026-08-30,72478510,2026-08-30T17:30:00Z,live_capture,Bet365,La Liga,RC Deportivo de La Coruna,Valencia CF,RC Deportivo de La Coruna,TEAM_SHOTS,11.5,under,1.7270,odds_api_io,market=Total Shots Home
2026-08-30T14:35:19Z,2026-08-30,72478510,2026-08-30T17:30:00Z,live_capture,Bet365,La Liga,RC Deportivo de La Coruna,Valencia CF,RC Deportivo de La Coruna,TEAM_SHOTS,11.5,over,2.0000,odds_api_io,market=Team Shots Home
2026-08-30T14:35:19Z,2026-08-30,72478510,2026-08-30T17:30:00Z,live_capture,Bet365,La Liga,RC Deportivo de La Coruna,Valencia CF,RC Deportivo de La Coruna,TEAM_SHOTS,11.5,under,1.7270,odds_api_io,market=Team Shots Home
2026-08-30T14:35:19Z,2026-08-30,72478510,2026-08-30T17:30:00Z,live_capture,Bet365,La Liga,RC Deportivo de La Coruna,Valencia CF,Valencia CF,TEAM_SHOTS,10.5,over,1.7270,odds_api_io,market=Team Shots Away
2026-08-30T14:35:19Z,2026-08-30,72478510,2026-08-30T17:30:00Z,live_capture,Bet365,La Liga,RC Deportivo de La Coruna,Valencia CF,Valencia CF,TEAM_SHOTS,10.5,under,2.0000,odds_api_io,market=Team Shots Away
2026-08-30T14:35:19Z,2026-08-30,72478510,2026-08-30T17:30:00Z,live_capture,Bet365,La Liga,RC Deportivo de La Coruna,Valencia CF,Valencia CF,TEAM_SHOTS,10.5,over,1.7270,odds_api_io,market=Total Shots Away
2026-08-30T14:35:19Z,2026-08-30,72478510,2026-08-30T17:30:00Z,live_capture,Bet365,La Liga,RC Deportivo de La Coruna,Valencia CF,Valencia CF,TEAM_SHOTS,10.5,under,2.0000,odds_api_io,market=Total Shots Away
2026-08-30T14:35:19Z,2026-08-31,72478516,2026-08-31T17:30:00Z,live_capture,Bet365,La Liga,CA Osasuna,Getafe CF,CA Osasuna,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-08-30T14:35:19Z,2026-08-31,72478516,2026-08-31T17:30:00Z,live_capture,Bet365,La Liga,CA Osasuna,Getafe CF,CA Osasuna,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Team Shots Home
2026-08-30T14:35:19Z,2026-08-31,72478516,2026-08-31T17:30:00Z,live_capture,Bet365,La Liga,CA Osasuna,Getafe CF,CA Osasuna,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Total Shots Home
