captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-09-19T13:24:07Z,2026-09-19,72036188,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Le Mans FC,FC Lorient,FC Lorient,TEAM_SHOTS,12.5,over,2.0000,odds_api_io,market=Total Shots Away
2026-09-19T13:24:07Z,2026-09-19,72036188,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Le Mans FC,FC Lorient,FC Lorient,TEAM_SHOTS,12.5,under,1.7270,odds_api_io,market=Total Shots Away
2026-09-19T13:24:07Z,2026-09-19,72036188,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Le Mans FC,FC Lorient,Le Mans FC,TEAM_SHOTS,11.5,over,1.8330,odds_api_io,market=Total Shots Home
2026-09-19T13:24:07Z,2026-09-19,72036188,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Le Mans FC,FC Lorient,Le Mans FC,TEAM_SHOTS,11.5,under,1.8330,odds_api_io,market=Total Shots Home
2026-09-19T13:24:07Z,2026-09-19,72036190,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Olympique Lyon,Stade Rennais FC,Stade Rennais FC,TEAM_SHOTS,12.5,over,1.8000,odds_api_io,market=Total Shots Away
2026-09-19T13:24:07Z,2026-09-19,72036190,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Olympique Lyon,Stade Rennais FC,Stade Rennais FC,TEAM_SHOTS,12.5,under,1.9090,odds_api_io,market=Total Shots Away
2026-09-19T13:24:07Z,2026-09-19,72036190,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Olympique Lyon,Stade Rennais FC,Olympique Lyon,TEAM_SHOTS,15.5,over,1.9090,odds_api_io,market=Total Shots Home
2026-09-19T13:24:07Z,2026-09-19,72036190,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Olympique Lyon,Stade Rennais FC,Olympique Lyon,TEAM_SHOTS,15.5,under,1.8000,odds_api_io,market=Total Shots Home
2026-09-19T13:24:07Z,2026-09-19,72036200,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Toulouse FC,Le Havre AC,Le Havre AC,TEAM_SHOTS,10.5,over,1.8330,odds_api_io,market=Total Shots Away
2026-09-19T13:24:07Z,2026-09-19,72036200,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Toulouse FC,Le Havre AC,Le Havre AC,TEAM_SHOTS,10.5,under,1.8330,odds_api_io,market=Total Shots Away
2026-09-19T13:24:07Z,2026-09-19,72036200,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Toulouse FC,Le Havre AC,Toulouse FC,TEAM_SHOTS,16.5,over,1.8330,odds_api_io,market=Total Shots Home
2026-09-19T13:24:07Z,2026-09-19,72036200,2026-09-19T18:45:00Z,live_capture,Bet365,Ligue 1,Toulouse FC,Le Havre AC,Toulouse FC,TEAM_SHOTS,16.5,under,1.8330,odds_api_io,market=Total Shots Home
2026-09-19T13:24:07Z,2026-09-20,72036186,2026-09-20T13:00:00Z,live_capture,Bet365,Ligue 1,AJ Auxerre,Stade Brest 29,Stade Brest 29,TEAM_SHOTS,12.5,over,1.8000,odds_api_io,market=Total Shots Away
2026-09-19T13:24:07Z,2026-09-20,72036186,2026-09-20T13:00:00Z,live_capture,Bet365,Ligue 1,AJ Auxerre,Stade Brest 29,Stade Brest 29,TEAM_SHOTS,12.5,under,1.9090,odds_api_io,market=Total Shots Away
2026-09-19T13:24:07Z,2026-09-20,72036186,2026-09-20T13:00:00Z,live_capture,Bet365,Ligue 1,AJ Auxerre,Stade Brest 29,AJ Auxerre,TEAM_SHOTS,12.5,over,2.0000,odds_api_io,market=Total Shots Home
2026-09-19T13:24:07Z,2026-09-20,72036186,2026-09-20T13:00:00Z,live_capture,Bet365,Ligue 1,AJ Auxerre,Stade Brest 29,AJ Auxerre,TEAM_SHOTS,12.5,under,1.7270,odds_api_io,market=Total Shots Home
2026-09-19T13:24:07Z,2026-09-19,72036198,2026-09-19T15:15:00Z,live_capture,Bet365,Ligue 1,Paris FC,Strasbourg Alsace,Paris FC,TEAM_SHOTS,14.5,over,1.7270,odds_api_io,market=Total Shots Home
