captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-08-29T14:36:58Z,2026-08-29,72221230,2026-08-29T16:30:00Z,live_capture,Bet365,Premier League,Tottenham Hotspur,Newcastle United,Newcastle United,TEAM_SHOTS,12.5,under,1.9090,odds_api_io,market=Team Shots Away
2026-08-29T14:36:58Z,2026-08-29,72221230,2026-08-29T16:30:00Z,live_capture,Bet365,Premier League,Tottenham Hotspur,Newcastle United,Newcastle United,TEAM_SHOTS,12.5,over,1.8000,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-29,72221230,2026-08-29T16:30:00Z,live_capture,Bet365,Premier League,Tottenham Hotspur,Newcastle United,Newcastle United,TEAM_SHOTS,12.5,under,1.9090,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-29,72221230,2026-08-29T16:30:00Z,live_capture,Bet365,Premier League,Tottenham Hotspur,Newcastle United,Tottenham Hotspur,TEAM_SHOTS,14.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-29,72221230,2026-08-29T16:30:00Z,live_capture,Bet365,Premier League,Tottenham Hotspur,Newcastle United,Tottenham Hotspur,TEAM_SHOTS,14.5,under,1.8330,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221216,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Chelsea FC,Brighton & Hove Albion,Brighton & Hove Albion,TEAM_SHOTS,10.5,over,1.8000,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221216,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Chelsea FC,Brighton & Hove Albion,Brighton & Hove Albion,TEAM_SHOTS,10.5,under,1.9090,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221216,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Chelsea FC,Brighton & Hove Albion,Brighton & Hove Albion,TEAM_SHOTS,10.5,over,1.8000,odds_api_io,market=Team Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221216,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Chelsea FC,Brighton & Hove Albion,Brighton & Hove Albion,TEAM_SHOTS,10.5,under,1.9090,odds_api_io,market=Team Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221216,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Chelsea FC,Brighton & Hove Albion,Chelsea FC,TEAM_SHOTS,14.5,over,1.8330,odds_api_io,market=Total Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221216,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Chelsea FC,Brighton & Hove Albion,Chelsea FC,TEAM_SHOTS,14.5,under,1.8330,odds_api_io,market=Total Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221216,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Chelsea FC,Brighton & Hove Albion,Chelsea FC,TEAM_SHOTS,14.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221216,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Chelsea FC,Brighton & Hove Albion,Chelsea FC,TEAM_SHOTS,14.5,under,1.8330,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221226,2026-08-30T15:30:00Z,live_capture,Bet365,Premier League,Manchester United,Ipswich Town,Manchester United,TEAM_SHOTS,17.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221226,2026-08-30T15:30:00Z,live_capture,Bet365,Premier League,Manchester United,Ipswich Town,Manchester United,TEAM_SHOTS,17.5,under,1.8330,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221226,2026-08-30T15:30:00Z,live_capture,Bet365,Premier League,Manchester United,Ipswich Town,Ipswich Town,TEAM_SHOTS,9.5,over,2.0000,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221226,2026-08-30T15:30:00Z,live_capture,Bet365,Premier League,Manchester United,Ipswich Town,Ipswich Town,TEAM_SHOTS,9.5,under,1.7270,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221226,2026-08-30T15:30:00Z,live_capture,Bet365,Premier League,Manchester United,Ipswich Town,Ipswich Town,TEAM_SHOTS,9.5,over,2.0000,odds_api_io,market=Team Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221226,2026-08-30T15:30:00Z,live_capture,Bet365,Premier League,Manchester United,Ipswich Town,Ipswich Town,TEAM_SHOTS,9.5,under,1.7270,odds_api_io,market=Team Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221226,2026-08-30T15:30:00Z,live_capture,Bet365,Premier League,Manchester United,Ipswich Town,Manchester United,TEAM_SHOTS,17.5,over,1.8330,odds_api_io,market=Total Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221226,2026-08-30T15:30:00Z,live_capture,Bet365,Premier League,Manchester United,Ipswich Town,Manchester United,TEAM_SHOTS,17.5,under,1.8330,odds_api_io,market=Total Shots Home
2026-08-29T14:36:58Z,2026-08-31,72221212,2026-08-31T19:00:00Z,live_capture,Bet365,Premier League,Aston Villa,Arsenal FC,Aston Villa,TEAM_SHOTS,9.5,over,2.0000,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-31,72221212,2026-08-31T19:00:00Z,live_capture,Bet365,Premier League,Aston Villa,Arsenal FC,Aston Villa,TEAM_SHOTS,9.5,under,1.7270,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-31,72221212,2026-08-31T19:00:00Z,live_capture,Bet365,Premier League,Aston Villa,Arsenal FC,Arsenal FC,TEAM_SHOTS,14.5,over,1.8330,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-31,72221212,2026-08-31T19:00:00Z,live_capture,Bet365,Premier League,Aston Villa,Arsenal FC,Arsenal FC,TEAM_SHOTS,14.5,under,1.8330,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-31,72221212,2026-08-31T19:00:00Z,live_capture,Bet365,Premier League,Aston Villa,Arsenal FC,Aston Villa,TEAM_SHOTS,9.5,over,2.0000,odds_api_io,market=Total Shots Home
2026-08-29T14:36:58Z,2026-08-31,72221212,2026-08-31T19:00:00Z,live_capture,Bet365,Premier League,Aston Villa,Arsenal FC,Aston Villa,TEAM_SHOTS,9.5,under,1.7270,odds_api_io,market=Total Shots Home
2026-08-29T14:36:58Z,2026-08-31,72221212,2026-08-31T19:00:00Z,live_capture,Bet365,Premier League,Aston Villa,Arsenal FC,Arsenal FC,TEAM_SHOTS,14.5,over,1.8330,odds_api_io,market=Team Shots Away
2026-08-29T14:36:58Z,2026-08-31,72221212,2026-08-31T19:00:00Z,live_capture,Bet365,Premier League,Aston Villa,Arsenal FC,Arsenal FC,TEAM_SHOTS,14.5,under,1.8330,odds_api_io,market=Team Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221222,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Leeds United,Brentford FC,Leeds United,TEAM_SHOTS,12.5,over,1.8000,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221222,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Leeds United,Brentford FC,Leeds United,TEAM_SHOTS,12.5,under,1.9090,odds_api_io,market=Team Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221222,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Leeds United,Brentford FC,Brentford FC,TEAM_SHOTS,11.5,over,1.7270,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221222,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Leeds United,Brentford FC,Brentford FC,TEAM_SHOTS,11.5,under,2.0000,odds_api_io,market=Total Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221222,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Leeds United,Brentford FC,Leeds United,TEAM_SHOTS,12.5,over,1.8000,odds_api_io,market=Total Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221222,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Leeds United,Brentford FC,Leeds United,TEAM_SHOTS,12.5,under,1.9090,odds_api_io,market=Total Shots Home
2026-08-29T14:36:58Z,2026-08-30,72221222,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Leeds United,Brentford FC,Brentford FC,TEAM_SHOTS,11.5,over,1.7270,odds_api_io,market=Team Shots Away
2026-08-29T14:36:58Z,2026-08-30,72221222,2026-08-30T13:00:00Z,live_capture,Bet365,Premier League,Leeds United,Brentford FC,Brentford FC,TEAM_SHOTS,11.5,under,2.0000,odds_api_io,market=Team Shots Away
