captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-05-03T14:05:40Z,2026-05-03,61514176,2026-05-03T15:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,Borussia Dortmund,Borussia Monchengladbach,TEAM_SHOTS,10.5,over,1.7270,odds_api_io,market=Team Shots Home
2026-05-03T14:05:40Z,2026-05-03,61514176,2026-05-03T15:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,Borussia Dortmund,Borussia Monchengladbach,TEAM_SHOTS,10.5,under,2.0000,odds_api_io,market=Team Shots Home
2026-05-03T14:05:40Z,2026-05-03,61514176,2026-05-03T15:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,Borussia Dortmund,Borussia Dortmund,TEAM_SHOTS,13.5,over,1.9090,odds_api_io,market=Team Shots Away
2026-05-03T14:05:40Z,2026-05-03,61514176,2026-05-03T15:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,Borussia Dortmund,Borussia Dortmund,TEAM_SHOTS,13.5,under,1.8000,odds_api_io,market=Team Shots Away
2026-05-03T14:05:40Z,2026-05-03,61514172,2026-05-03T17:30:00Z,live_capture,Bet365,Bundesliga,SC Freiburg,VFL Wolfsburg,SC Freiburg,TEAM_SHOTS,14.5,over,1.9090,odds_api_io,market=Team Shots Home
2026-05-03T14:05:40Z,2026-05-03,61514172,2026-05-03T17:30:00Z,live_capture,Bet365,Bundesliga,SC Freiburg,VFL Wolfsburg,SC Freiburg,TEAM_SHOTS,14.5,under,1.8000,odds_api_io,market=Team Shots Home
2026-05-03T14:05:40Z,2026-05-03,61514172,2026-05-03T17:30:00Z,live_capture,Bet365,Bundesliga,SC Freiburg,VFL Wolfsburg,VFL Wolfsburg,TEAM_SHOTS,12.5,over,1.9090,odds_api_io,market=Team Shots Away
2026-05-03T14:05:40Z,2026-05-03,61514172,2026-05-03T17:30:00Z,live_capture,Bet365,Bundesliga,SC Freiburg,VFL Wolfsburg,VFL Wolfsburg,TEAM_SHOTS,12.5,under,1.8000,odds_api_io,market=Team Shots Away
