captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-08-30T18:11:28Z,2026-08-30,72036138,2026-08-30T18:45:00Z,live_capture,Bet365,Ligue 1,AS Monaco,Olympique Marseille,Olympique Marseille,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Team Shots Away
2026-08-30T18:11:28Z,2026-08-30,72036138,2026-08-30T18:45:00Z,live_capture,Bet365,Ligue 1,AS Monaco,Olympique Marseille,Olympique Marseille,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Team Shots Away
2026-08-30T18:11:28Z,2026-08-30,72036138,2026-08-30T18:45:00Z,live_capture,Bet365,Ligue 1,AS Monaco,Olympique Marseille,Olympique Marseille,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Total Shots Away
2026-08-30T18:11:28Z,2026-08-30,72036138,2026-08-30T18:45:00Z,live_capture,Bet365,Ligue 1,AS Monaco,Olympique Marseille,Olympique Marseille,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Total Shots Away
2026-08-30T18:11:28Z,2026-08-30,72036138,2026-08-30T18:45:00Z,live_capture,Bet365,Ligue 1,AS Monaco,Olympique Marseille,AS Monaco,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Total Shots Home
2026-08-30T18:11:28Z,2026-08-30,72036138,2026-08-30T18:45:00Z,live_capture,Bet365,Ligue 1,AS Monaco,Olympique Marseille,AS Monaco,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Total Shots Home
2026-08-30T18:11:28Z,2026-08-30,72036138,2026-08-30T18:45:00Z,live_capture,Bet365,Ligue 1,AS Monaco,Olympique Marseille,AS Monaco,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-08-30T18:11:28Z,2026-08-30,72036138,2026-08-30T18:45:00Z,live_capture,Bet365,Ligue 1,AS Monaco,Olympique Marseille,AS Monaco,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Team Shots Home
