captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,team,market,line,side,odds_decimal,source,notes
2026-05-01T11:00:00Z,2026-05-02,61514182,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,TSG Hoffenheim,VfB Stuttgart,TSG Hoffenheim,TEAM_SHOTS,14.5,under,1.7270,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-02,61514182,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,TSG Hoffenheim,VfB Stuttgart,VfB Stuttgart,TEAM_SHOTS,12.5,over,2.0000,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-02,61514182,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,TSG Hoffenheim,VfB Stuttgart,VfB Stuttgart,TEAM_SHOTS,12.5,under,1.7270,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-02,61514168,2026-05-02T16:30:00Z,live_capture,Bet365,Bundesliga,Bayer Leverkusen,RB Leipzig,RB Leipzig,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-02,61514168,2026-05-02T16:30:00Z,live_capture,Bet365,Bundesliga,Bayer Leverkusen,RB Leipzig,RB Leipzig,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-02,61514168,2026-05-02T16:30:00Z,live_capture,Bet365,Bundesliga,Bayer Leverkusen,RB Leipzig,Bayer Leverkusen,TEAM_SHOTS,15.5,over,2.0000,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-02,61514168,2026-05-02T16:30:00Z,live_capture,Bet365,Bundesliga,Bayer Leverkusen,RB Leipzig,Bayer Leverkusen,TEAM_SHOTS,15.5,under,1.7270,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-03,61514176,2026-05-03T15:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,Borussia Dortmund,Borussia Monchengladbach,TEAM_SHOTS,11.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-03,61514176,2026-05-03T15:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,Borussia Dortmund,Borussia Monchengladbach,TEAM_SHOTS,11.5,under,1.8330,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-03,61514176,2026-05-03T15:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,Borussia Dortmund,Borussia Dortmund,TEAM_SHOTS,14.5,over,1.8000,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-03,61514176,2026-05-03T15:30:00Z,live_capture,Bet365,Bundesliga,Borussia Monchengladbach,Borussia Dortmund,Borussia Dortmund,TEAM_SHOTS,14.5,under,1.9090,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-02,61514174,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,Werder Bremen,FC Augsburg,Werder Bremen,TEAM_SHOTS,14.5,over,1.8000,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-02,61514174,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,Werder Bremen,FC Augsburg,Werder Bremen,TEAM_SHOTS,14.5,under,1.9090,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-02,61514174,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,Werder Bremen,FC Augsburg,FC Augsburg,TEAM_SHOTS,10.5,over,1.7270,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-02,61514174,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,Werder Bremen,FC Augsburg,FC Augsburg,TEAM_SHOTS,10.5,under,2.0000,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-02,61514178,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,Union Berlin,1. FC Cologne,Union Berlin,TEAM_SHOTS,13.5,over,1.8000,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-02,61514178,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,Union Berlin,1. FC Cologne,Union Berlin,TEAM_SHOTS,13.5,under,1.9090,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-02,61514178,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,Union Berlin,1. FC Cologne,1. FC Cologne,TEAM_SHOTS,11.5,over,1.8330,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-02,61514178,2026-05-02T13:30:00Z,live_capture,Bet365,Bundesliga,Union Berlin,1. FC Cologne,1. FC Cologne,TEAM_SHOTS,11.5,under,1.8330,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-03,61514180,2026-05-03T13:30:00Z,live_capture,Bet365,Bundesliga,FC St. Pauli,FSV Mainz,FC St. Pauli,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-03,61514180,2026-05-03T13:30:00Z,live_capture,Bet365,Bundesliga,FC St. Pauli,FSV Mainz,FC St. Pauli,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Team Shots Home
2026-05-01T11:00:00Z,2026-05-03,61514180,2026-05-03T13:30:00Z,live_capture,Bet365,Bundesliga,FC St. Pauli,FSV Mainz,FSV Mainz,TEAM_SHOTS,12.5,over,1.8330,odds_api_io,market=Team Shots Away
2026-05-01T11:00:00Z,2026-05-03,61514180,2026-05-03T13:30:00Z,live_capture,Bet365,Bundesliga,FC St. Pauli,FSV Mainz,FSV Mainz,TEAM_SHOTS,12.5,under,1.8330,odds_api_io,market=Team Shots Away
